objectid,parentid,filename,format,type,language,creator,rights,subject,class,title,address,tourSiteNumber,date,modified,hasStylePeriod,architect,location,latitude,longitude,imageSource,imageDate,imageRights,description,sameAs
coll163,coll143,0720.jpg,image/jpg,Image;StillImage,,,,,Pyramidal cottage,[no title],314 North Dunn Street,19,1905,,,,North Indiana Avenue Historic District,39.1691191,-86.52806378,"Wikimedia Commons, User:Nyttend",2011-12-10,,"This pyramid-roof cottage displays such classical features as the porch columns and front-facing gable. Frank and Mary Bishop were the first residents of the house in 1909; Mr. Bishop was a carpenter. An estimator for the Indiana Limestone Co., Albert Harn and his wife, Thurza, lived here through the 1920s.",
coll164,coll143,0721.jpg,image/jpg,Image;StillImage,,,,,Bungalow,[no title],501 East 7th Street,20,1901,,,,North Indiana Avenue Historic District,39.16872926,-86.52809548,"Wikimedia Commons, User:Nyttend",2012-06-13,,"Built by limestone company clerk Glen Hepley, this bungalow is one of the oldest of its kind in Bloomington. The house passed to his daughter Ola and remained in the family for seventy years.",
coll165,coll143,0722.jpg,image/jpg,Image;StillImage,,,,,American Foursquare,[no title],507-509 East 7th Street,21,1900,,Craftsman (style),,North Indiana Avenue Historic District,39.16871549,-86.52789327,"Wikimedia Commons, User:Nyttend",2012-06-13,,"Robert Davis, a clerk, and his wife, Jennie, resided in this duplex in 1900. The simple symmetrical structure has classical cornice returns in the front facing gable and multi-paned upper sash.",
coll166,coll143,0723.jpg,image/jpg,Image;StillImage,,,,,Bungalow,[no title],518 East 7th Street,22,1905,,Craftsman (style),,North Indiana Avenue Historic District,39.16833001,-86.52740163,"Wikimedia Commons, User:Nyttend",2012-08-18,,"This Craftsman bungalow originally had an open porch. The brown brick, limestone details, exposed roof rafters, knee braces, and multi-paned upper sash define the style. Joseph Kadison, proprietor of the Kadison and Wolf Clothing store at 113 N College, and his wife, Dora, lived here in the 1920s.",
coll167,coll143,0724.jpg,image/jpg,Image;StillImage,,,,,American Foursquare,[no title],222 North Dunn Street,23,1895,,,,North Indiana Avenue Historic District,39.16835178,-86.52804308,"Wikimedia Commons, User:Nyttend",2011-12-10,,"George Walker, a painter and decorator, lived in this wood frame American four-square style house from the turn of the century until the 1950s. The simple form and classic details still appear as they did in this early 1930s photograph.",
coll168,coll143,0725.jpg,image/jpg,Image;StillImage,,,,,Gabled-ell,Hoagy Carmichael House,214 North Dunn Street,24,1890,,,,North Indiana Avenue Historic District,39.16815338,-86.52806041,"Wikimedia Commons, User:Nyttend",2011-12-10,,"During his childhood, Hoagy Carmichael and his family lived for a time in this wood frame L-shaped cottage. After graduating from Indiana University, he went on to become a celebrated composer of popular music and is best known for his composition Stardust.",
coll169,,0800_combined.pdf,compound_object,Text,en,City of Bloomington,Division of Historic Preservation and Archaeology,University Courts Historic District tour,Tour Brochure,A Walk Through the University Courts Historic District,,,,,,,,,,,,,,
coll170,coll169,0801.jpg,image/jpg,Image;StillImage,,,,,Fraternity house,"Sigma Chi House",601 East 7th Street,1,1906,1953,Georgian Revival ,John L. Nichols,University Courts Historic District,39.16886395,-86.52654797,"Wikimedia Commons, User:Nyttend",2010-11-12,,"The Sigma Chi House was originally built in 1906 and designed by John Nichols. Its construction predates the platting of University Courts neighborhood. It can be said that this was the first building built by a fraternity for a fraternity in Bloomington. The building was remodeled in 1925 by Granger, Lowe and Bollenbacher without changing its free classic styling. Substantial alterations in 1953 retained the limestone veneer and Georgian Revival style, but the significant changes are well documented. (See archival Shaw photo on the other side of this sheet.)",
coll171,coll169,0802.jpg,image/jpg,Image;StillImage,,,,,Church building,University Lutheran Church,607 East 7th Street,2,1932,,Gothic Revival; Tudor Revival,Alfred Grindle,University Courts Historic District,39.16882805,-86.52599413,"Wikimedia Commons, User:Nyttend",2010-11-12,,"Alfred Grindle was trained in England at the Manchester School of Art. After immigrating to the Midwest, he worked primarily in Bloomington, Fort Wayne, and Muncie. He was best known for his work on churches and schools. The Tudor Revival styling of the entrance portico blends well with the rest of the neighborhood. Architectural elements of interest include a crenelated tower, buttresses and a gabled parapet wall.",
coll172,coll169,0803.jpg,image/jpg,Image;StillImage,,,,,House,[no title],703 East 7th Street,3,1915,,Craftsman (style),,University Courts Historic District,39.16876033,-86.52555942,"Wikimedia Commons, User:Nyttend",2010-11-09,,"This truly unique limestone veneer home built by Louis Hughes has a three story tower which once housed a fountain in the first floor atrium. Hughes was a principal in the Hughes Brothers Lumber Company, which was pivotal in the development of University Courts. He resided in three houses in the district over the years.",
coll173,coll169,0804.jpg,image/jpg,Image;StillImage,,,,,Bungalow,Henry Lester Smith House,705 East 7th Street,4,1913,,Mission Style (Spanish Colonial Revival style); Craftsman (style); Tudor Revival,John L. Nichols,University Courts Historic District,39.16874151,-86.52526711,"Wikimedia Commons, User:Nyttend",2010-11-12,,"This house, known to be designed by John L. Nichols, was the home of attorney Thomas Sare, one of the developers of the University Courts neighborhood. In 1925, it was occupied by Henry Smith, Dean of Indiana University School of Education. This architecturally significant Spanish Colonial bungalow is unusual for its use of glazed tapestry brick and its careful composition. With vigas, pilasters, curvilinear rafter ends and split timbering, the house is a fusion of Mission, Craftsman and Tudor influences.",
coll174,coll169,0805.jpg,image/jpg,Image;StillImage,,,,,House,Louis Hughes House,715 East 7th Street,5,1929,,Craftsman (style); Tudor Revival,,University Courts Historic District,39.16873213,-86.52503409,"Wikimedia Commons, User:Nyttend",2010-11-12,,"Both Thomas Sare and Lewis Hughes built second homes on Seventh Street. Hughes’ second home is again unattributed, however Hughes own firm, Hughes Lumber Co., is thought to have provided design assistance to buyers. The Tudor Revival style is enhanced by the use of dressed limestone. The broad cross-gabled plan is punctuated by front purlins and rafter ends. The most impressive element of the facade are the multiple wood casement windows.",
coll175,coll169,0806.jpg,image/jpg,Image;StillImage,,,,,House,Thomas Sare House,719 East 7th Street,6,1925,,Mission Style (Spanish Colonial Revival style),John L. Nichols,University Courts Historic District,39.16872231,-86.52482615,"Wikimedia Commons, User:Nyttend",2010-11-12,,"This was the second home of Thomas and Nettie Sare, possibly designed for them by John L. Nichols in the Spanish Colonial style. Built 15 years after the first, it cost three times as much but was far simpler in its details. The facade is punctuated by round arch windows and limestone quoining. The porch is offset by an arcaded roof with exposed rafter tails.",
coll176,coll169,0807.jpg,image/jpg,Image;StillImage,,,,,House,Stiehm House,825 East 8th Street,7,1922,,Prairie School,Alfred Grindle,University Courts Historic District,39.16970975,-86.52369159,"Wikimedia Commons, User:Nyttend",2010-11-03,,"This home, designed for the Ewald Stiehm family by architect Alfred Grindle, was occupied for only a short while before Stiehm’s untimely death. Indiana University hired him as football coach and athletic director in 1916. Coach “Jumbo” Stiehm received nine varsity letters as a player at Wisconsin and continued his career as a coach at Nebraska before locating here. The house is Bloomington’s best example of the Prairie Style.",
coll177,coll169,0808.jpg,image/jpg,Image;StillImage,,,,,Carpenter builder house,Elizabeth Sage House,812 East 8th Street,8,1922,,,,University Courts Historic District,39.16926348,-86.52406245,"Wikimedia Commons, User:Nyttend",2010-11-23,,"This property was the home of Elizabeth Sage, an early Indiana University home economics professor, whose career extended from 1913-1937. Upon her retirement, Elizabeth Sage donated her historic costume collection to the university. She is widely attributed with establishing the study of costume design as an academic pursuit and was the first professor of clothing and textiles at Indiana University. This is one of very few frame homes in the district. The design includes clipped or jerkin head gables and massively scaled purlins.",
coll178,coll169,0809.jpg,image/jpg,Image;StillImage,,,,,Fraternity house,[no title],402 North Park Avenue,9,1920,,Georgian Revival,,University Courts Historic District,39.1697589,-86.52441881,"Wikimedia Commons, User:Nyttend",2010-11-09,,"Designed in the Georgian Revival style, this house rapidly converted to a fraternity after its construction. Delta Tau Delta was located here until 1928. It was later purchased by Judge James B. Wilson and his wife, Maude. The limestone tuscan columns and pilasters on the porch, the elliptical fan light transom, block modillions and keystone window heads are elements of a high classical design.",
coll179,coll169,0810.jpg,image/jpg,Image;StillImage,,,,,House,[no title],409 North Park Avenue,10,1928,,Tudor Revival,,University Courts Historic District,39.17006274,-86.524939,"Wikimedia Commons, User:Nyttend",2010-11-12,,"Harry and Nova Vonderschmitt, owners of the Indiana Theatre (now the Buskirk-Chumley) built this house during the heyday of movie theaters in Bloomington. The family later built in Elm Heights with the help of architect Hiram Callendar and this home was so distinctive that it retains the family name. They established a preference for steeply pitched roofs at their University Courts location.",
coll180,coll169,0811.jpg,image/jpg,Image;StillImage,,,,,Duplex,Feltus Duplexes,715-717 East 8th Street,11a,1915,,Craftsman (style),John L. Nichols,University Courts Historic District,39.16972271,-86.52502616,"Wikimedia Commons, User:Nyttend",2010-11-03,,"These paired brick and stucco duplexes were designed for Thomas Sare by Nichols and Nichols. Their Arts and Crafts styling is creatively interpreted: the split timbers are curvilinear, the heavy purlins are notched and the porch tie beams are open. Paul Feltus, publisher of the Bloomington Star lived here for many years.",
coll181,coll169,0812.jpg,image/jpg,Image;StillImage,,,,,Duplex,Feltus Duplexes,405-407 North Park Avenue,11b,1918,,Craftsman (style),John L. Nichols,University Courts Historic District,39.16988092,-86.52482367,"Wikimedia Commons, User:Nyttend",2010-11-12,,"These paired brick and stucco duplexes were designed for Thomas Sare by Nichols and Nichols. Their Arts and Crafts styling is creatively interpreted: the split timbers are curvilinear, the heavy purlins are notched and the porch tie beams are open. Paul Feltus, publisher of the Bloomington Star lived here for many years.",
coll182,coll169,0813.jpg,image/jpg,Image;StillImage,,,,,American Foursquare,Bowman Duplexes,718-720 East 8th Street,12,1924,,Craftsman (style),John L. Nichols,University Courts Historic District,39.16926945,-86.52483515,"Wikimedia Commons, User:Nyttend",2010-11-23,,"Another corner single duplex project, this properties were designed by John L. Nichols for Herman Bowman of Bowman King Stone Company. The house is substantially built of dressed limestone with multiple hipped roofs.",
coll183,coll169,0814.jpg,image/jpg,Image;StillImage,,,,,Bungalow,McNutt House,712 East 8th Street,13,1920,,,John L. Nichols,University Courts Historic District,39.16927778,-86.52518773,"Wikimedia Commons, User:Nyttend",2010-11-23,,"Originally designed as a residence for H.S. Bowman by Nichols, this bungalow is most distinguished by its resident from 1922-1925, Paul McNutt, who was then Dean of the Indiana University Law School. Later McNutt was elected governor and was a candidate for president in 1940. He accepted a position in the Truman administration, becoming ambassador to the Philippines.",
coll184,coll169,0815.jpg,image/jpg,Image;StillImage,,,,,House,Ward Johnson House,707 East 8th Street,14,1922,,Colonial Revival (American style),John L. Nichols,University Courts Historic District,39.16974287,-86.52543366,"Wikimedia Commons, User:Nyttend",2010-11-03,,"The house was designed by John L. Nichols for Ward Johnson’s family. Ward, his brother Ellis, and father Charles established the Johnson Creamery Company. The creamery still stands at 7th and Madison, adapted as an office complex. All three Johnson resided in University Courts. This home is in a later Colonial Revival style with sunroom wings and a side loaded entry.",
coll185,coll169,0816.jpg,image/jpg,Image;StillImage,,,,,Duplex,Schuman Duplexes,622-24 East 8th Street,15a,1915,,Tudor Revival; Craftsman (style),Edwin C. Doeppers,University Courts Historic District,39.16936303,-86.52601561,"Wikimedia Commons, User:Nyttend",2010-11-03,,"These paired duplexes were built as investments for John T. Schuman by the architect Edwin C. Doeppers. They are built of stone veneer with cross timbered gables. The duplexes are nicely matched Tudor style buildings. A catalogue of Indiana University professors lived at these addresses, along with Ben Becovitz, proprietor of the Louben a longtime clothing store on the square. Schuman was an editor at the newspaper and lived at 624.",
coll186,coll169,0817.jpg,image/jpg,Image;StillImage,,,,,Duplex,Schuman Duplexes,315-317 North Fess Avenue,15b,1915,,Tudor Revival; Craftsman (style),Edwin C. Doeppers,University Courts Historic District,39.16907635,-86.52599771,"Wikimedia Commons, User:Nyttend",2010-11-03,,"These paired duplexes were built as investments for John T. Schuman by the architect Edwin C. Doeppers. They are built of stone veneer with cross timbered gables. The duplexes are nicely matched Tudor style buildings. A catalogue of Indiana University professors lived at these addresses, along with Ben Becovitz, proprietor of the Louben a longtime clothing store on the square. Schuman was an editor at the newspaper and lived at 624.",
coll187,coll169,0818.jpg,image/jpg,Image;StillImage,,,,,Bungalow,Stith Thompson House,406 North Fess Avenue,16,1915,,Craftsman (style),Edwin C. Doeppers,University Courts Historic District,39.16991033,-86.52561133,"Wikimedia Commons, User:Nyttend",2010-11-09,,"Designed by Edwin C. Doeppers who also designed the Banneker School, a local African American landmark. The most prominent resident was Stith Thompson, professor of English and founder of the Indiana University Folklore Institute along with Richard Dorman. The Arts and Crafts style is illustrated by three over one window panes and the battered columns that support the broad front porch.",
coll188,coll169,0819.jpg,image/jpg,Image;StillImage,,,,,Duplex,[no title],422 North Fess Avenue,17,1928,,Colonial Revival (American style),,University Courts Historic District,39.17032992,-86.52556952,"Wikimedia Commons, User:Nyttend",2010-11-09,,"This massive limestone duplex is an example of the side-by-side form. It was built for Howard and Catherine Graves, proprietors of a local clothing store. Preston Gilliate and his wife Sara, who managed the Graham Hotel, resided at this address for forty years.",
coll189,coll169,0820.jpg,image/jpg,Image;StillImage,,,,,House,Wicks House,422 North Indiana Avenue,18,1913,,Dutch Colonial Revival,,University Courts Historic District,39.17035589,-86.52665936,"Wikimedia Commons, User:Nyttend",2010-11-09,,"This home was built for the Wyatt Wicks family who owned Bloomington’s major early department store on the courthouse square, ‘Wick’s Beehive.’ The business was over 100 years old when it closed in 1976. Another well established local businessman, Thomas Karsell, lived in the home from 1920-1938. Karsell’s Bloomington Milling Company was located just west of the passenger station downtown. This substantial Dutch Colonial home is interpreted in limestone with a french celadon tile gambrel roof. A long shed dormer is supported by open knee braces and the rafter tails are so massive and blunt that they appear to be dentiled molding.",
coll190,coll169,0821.jpg,image/jpg,Image;StillImage,,,,,House,[no title],504 North Fess Avenue,19a,1917,,Tudor Revival; Colonial Revival (American style),,University Courts Historic District,39.17071177,-86.52552483,"Wikimedia Commons, User:Nyttend",2010-11-09,,"Of this trio of English and Tudor homes, Merritt Harrison designed the first, 504 N. Fess, for Prof. William F. Book. The other two duplexes, constructed later, were placed around a central court, accessed by a curved stair from the sidewalk. The limestone and brick retaining walls had arched gateways. Alumnus remember the south entrance as the campus location for romantic rendezvous for over 50 years.",
coll191,coll169,0822.jpg,image/jpg,Image;StillImage,,,,,House,Book House,506-508 North Fess Avenue,19b,1931,,Tudor Revival; Colonial Revival (American style),,University Courts Historic District,39.17086545,-86.52535601,"Wikimedia Commons, User:Nyttend",2010-11-09,,"Of this trio of English and Tudor homes, Merritt Harrison designed the first, 504 N. Fess, for Prof. William F. Book. The other two duplexes, constructed later, were placed around a central court, accessed by a curved stair from the sidewalk. The limestone and brick retaining walls had arched gateways. Alumnus remember the south entrance as the campus location for romantic rendezvous for over 50 years.",
coll192,coll169,0823.jpg,image/jpg,Image;StillImage,,,,,Duplex,[no title],510-512 North Fess Avenue,19c,1931,,Tudor Revival; Colonial Revival (American style),,University Courts Historic District,39.17096416,-86.5255099,"Wikimedia Commons, User:Nyttend",2010-11-09,,"Of this trio of English and Tudor homes, Merritt Harrison designed the first, 504 N. Fess, for Prof. William F. Book. The other two duplexes, constructed later, were placed around a central court, accessed by a curved stair from the sidewalk. The limestone and brick retaining walls had arched gateways. Alumnus remember the south entrance as the campus location for romantic rendezvous for over 50 years.",
coll193,coll169,0824.jpg,image/jpg,Image;StillImage,,,,,Apartment building,Harlos Court Apartments,509-511 North Fess Avenue,20,1927,,Spanish Colonial Revival,Cecil Harlos,University Courts Historic District,39.17099394,-86.5261027,"Wikimedia Commons, User:Nyttend",2010-11-03,,"This pair of apartments was designed in a distinctive Spanish Colonial style by Cecil Harlos who also designed the apartment block at Second and Fess in Elm Heights. His use of parapet walls, clay tile and metal casement windows is consistent in both apartment developments. Over the years, these apartments hosted an array of citizens in transition: widowers, the newly divorced and single ladies.",
coll194,coll169,0825.jpg,image/jpg,Image;StillImage,,,,,Duplex,Geiger-Robinson House,514 North Fess Avenue,21,1930,,Tudor Revival,,University Courts Historic District,39.17114547,-86.52545893,"Wikimedia Commons, User:Nyttend",2010-11-09,,"This is one of a handful of one-over-one duplexes or ‘flats’ in the district. Beatrice Geiger and Una Robinson lived here for over 40 years. Both were professors in the home economic department. Many single women lived in the area, either as independent professionals or the widows of prominent men. The Tudor touches in this home are the stucco gable ends and the diamond pane casement windows.",
coll195,coll169,0826.jpg,image/jpg,Image;StillImage,,,,,House,Hoadley House,513 North Park Avenue,22,1926,,Tudor Revival,,University Courts Historic District,39.1711844,-86.52511324,"Wikimedia Commons, User:Nyttend",2010-11-12,,"This house was built by William Hoadley and his wife, Lucille Hughes, who was the daughter of developer, Louis Hughes. Hoadley used the proceeds of the sale of his stone company to Indiana Limestone Co. (ILCO) to build this Tudor Revival home. Hoadley was also a local attorney who served a term in the state senate. Although no designer was identified, Hoadley was believed to have been influenced by his work as an estimator at the stone mill and had overseen hundreds of house plans.",
coll196,coll169,0827.jpg,image/jpg,Image;StillImage,,,,,Bungalow,Ellis Johnson House,501 North Park Avenue,23,1922,,Craftsman (style),,University Courts Historic District,39.17061506,-86.52498071,"Wikimedia Commons, User:Nyttend",2010-11-12,,This massive brick Craftsman dormer front bungalow was built by Ellis Johnson and presides over its corner location with its elevation from the street and a period rockfaced retaining wall.,
coll197,coll169,0828.jpg,image/jpg,Image;StillImage,,,,,Sorority house,Kappa Alpha Theta,"441 North Woodlawn
Avenue",24,1934,,Tudor Revival,Burns and James,University Courts Historic District,39.1701504,-86.52385819,"Wikimedia Commons, User:Nyttend",2011-03-28,,"This sorority house was designed by Burns and James, architects who collaborated on several Greek houses on campus including Delta Tau Delta and Pi Beta Phi. Many of these were built during the heyday of Greek expansion in the 1920s. During this period many Greek organizations built new chapter houses along Third, Jordan and 10th Streets. The Charles A. Pike Lumber Company was the contractor on the Kappa Alpha Theta project and was an active contracting fi rm in the late 20s and 30s. Their work is represented heavily in the grand homes in Elm Heights (Kinsey, Cline, and Pike’s own home). The Kappa Alpha Theta house is a classic Tudor Revival style building with multiple steeply pitched slate covered roofs, label hood moldings, and steel casement windows.",
coll198,,0900_combined.pdf,compound_object,Text,en,City of Bloomington,Division of Historic Preservation and Archaeology,Monroe County Courthouse tour,Tour Brochure,A Walk Through the Monroe County Courthouse,,,,,,,,,,,,,,
coll199,coll198,0901.jpg,image/jpg,Image;StillImage,,,,,Monument,Center of Population Stone,100 West Kirkwood Avenue,1,1910,,,,Courthouse Square Historic District,39.16699102,-86.53417779,"Wikimedia Commons, User:Nyttend",2011-03-01,,"The Center of Population stone is located on the south side of the square to the east of the sidewalk. In 1910 the center of population for the United States was located in Bloomington. Originally sited at the Showers Brothers Furniture Factory at 8th and Morton Streets, now City Hall, it was moved to the courthouse lawn when the center of population shifted further west.",
coll200,coll198,0902.jpg,image/jpg,Image;StillImage,,Henry McIlveen; Josef Graf; George W. Bunting,,,Monument, Civil War Memorial,100 West Kirkwood Avenue,2,1928,,,,Courthouse Square Historic District,39.16699102,-86.53417779,"Wikimedia Commons, User:Nyttend",2011-01-13,,"The Captain William Alexander Grand Army of the Republic memorial, “To the Soldiers of All Wars,” was erected in 1928. Designed by George W. Bunting and carved by Henry McIlveen and Josef Graf, its friezes depict battle scenes from the Mexican War, Civil War, Spanish-American War, and World War I. It is topped with the figure of a Civil War soldier. Elsewhere on the site is an 816-pound canon removed from the USS Phoenix in 1864.",
coll201,coll198,0903.jpg,image/jpg,Image;StillImage,,Harry Donato; Ernest M. Viquesney,,,Monument,World War II Memorial,100 West Kirkwood Avenue,3,,,,,Courthouse Square Historic District,39.16699102,-86.53417779,"Flickr, StevenW.",2009-10-24,https://creativecommons.org/licenses/by-sa/2.0/,"The World War II monument titled, “Spirit of the Fighting Yank,” was designed by Ernest M. Viquesney and carved by Harry Donato. The original cornerstone can be viewed on the northeast side of the building nearby.",
coll202,coll198,0904.jpg,image/jpg,Image;StillImage,,,,,Monument,Korean War Memorial,100 West Kirkwood Avenue,4,1952,,,,Courthouse Square Historic District,39.16699102,-86.53417779,,,,"On the northwest side of the building is the “Freedom Flame,” erected in 1952 in honor of Monroe County’s Korean War veterans. The 12-foot tall monument highlights the four freedoms—from fear, from want, of religion, and of speech—noted by President Franklin D. Roosevelt in his address to the 77th Congress on January 6, 1941.",
coll203,coll198,0905.jpg,image/jpg,Image;StillImage,,,,,Monument,Vietnam Memorial,100 West Kirkwood Avenue,5,1991,,,,Courthouse Square Historic District,39.16699102,-86.53417779,,,,"The largest monument is the Monroe County Vietnam Veterans Memorial erected in 1991. The monument honors the 4,000 area residents who served in Southeast Asia and lists the 24 Monroe County citizens who lost their lives. A large wind chime honors the prisoners of war and those missing in action.",
coll204,coll198,0906.jpg,image/jpg,Image;StillImage,,,,,Monument,"Women’s Christian
Temperance Fountain",100 West Kirkwood Avenue,6,,,,,Courthouse Square Historic District,39.16699102,-86.53417779,"Wikimedia Commons, User:Nyttend",2011-03-01,,A water fountain erected by the Women’s Christian Temperance Union in memory of Elizabeth Louden was originally on the sidewalk in the southwest corner of the lawn but was moved in the early 1960s.,
coll205,coll198,0907.jpg,image/jpg,Image;StillImage,,Bill Dahman,,,Monument,Peace Memorial,100 West Kirkwood Avenue,7,1978,,,,Courthouse Square Historic District,39.16699102,-86.53417779,"Flickr, StevenW.",2009-10-10,https://creativecommons.org/licenses/by-sa/2.0/,"The “Peace Memorial,” carved by Bill Dahman, was erected in 1978. The artist’s intention was for the monument to serve as a compliment to the “Four Freedoms Memorial and to serve as a balance between the war memorials.",
coll206,coll198,0908.jpg,image/jpg,Image;StillImage,,,,,Façade,First Floor Carvings,100 West Kirkwood Avenue,8,,,,,Courthouse Square Historic District,39.16699102,-86.53417779,,,,"On the first floor, the design of the rusticated stone is characterized by horizontal banding and keystones above the windows. This heavily beveled stone gives the building a monumental gravity. Each of the four projecting facades has an elaborately detailed doorway with carved acanthus consoles at the corners and foliated pilasters. False doorways on the east and west provide symmetry to the building design.",
coll207,coll198,0909.jpg,image/jpg,Image;StillImage,,,,,Façade,Second Floor Decoration,100 West Kirkwood Avenue,9,,,Beaux-Arts (style),,Courthouse Square Historic District,39.16699102,-86.53417779,,,,"The second and third floors are constructed of smooth, or dressed stone and columns and pilasters unify the height of the combined floors. The Ionic and Doric pilasters, columns semi-attached to the wall, are decorated with the shield, a symbol of justice repeated throughout the exterior and interior of the building. The large dentil molding, the repeating blocks beneath the roof line and the balustrade, the decorative railing projecting above the roof are additional characteristics of the Beaux Arts style.

Standing on the cornice are two figures called caryatids. They flank the date of construction carved into a panel surmounted by the shield-like cartouche.",
coll208,coll198,0910.jpg,image/jpg,Image;StillImage,,"Albert Molnar, Sr",,,Sculpture,Entrance Sculpture,100 West Kirkwood Avenue,10,,,,,Courthouse Square Historic District,39.16699102,-86.53417779,"Flickr, StevenW.",2009-10-10,https://creativecommons.org/licenses/by-sa/2.0/,"Above the main entrance on the south side is a sculptural group called “The Light of the World,” carved in limestone by Hungarian native Albert Molnar, Sr who was locally known through his work at the 1904 St. Louis World’s Fair. The central figure holds the torch of enlightenment and is framed by figures personifying the law and power.

The name of the courthouse is carved into the frieze and flanked by festoons.",
coll209,coll198,0911.jpg,image/jpg,Image;StillImage,,,,,Dome,Dome,100 West Kirkwood Avenue,11,,,,,Courthouse Square Historic District,39.16699102,-86.53417779,"Wikimedia Commons, User:Nyttend",2010-09-08,,"Each of the four facing walls supporting the octagonal dome display Ionic pilasters topped with a pediment. Between each face is a wreath, another symbol of justice representing peace. The dome itself is made of copper with oculus or round vents symmetrically incorporated into the design.",
coll210,coll198,0912.jpg,image/jpg,Image;StillImage,,,,,Clock,Clock,100 West Kirkwood Avenue,12,,,,,Courthouse Square Historic District,39.16699102,-86.53417779,,,,"Four clocks visible on each side of the building are connected to one master clock located within the top of the dome. Each week the gravity-powered clock is wound by hand with 25 turns of the crank. How- ever, the chime weight requires 250 turns to wind. Because of the noise, it was stopped when offices were in the rotunda. Thanks to Bob Dixon’s efforts, after the 1986 restoration, the bells were heard again.",
coll211,coll198,0913.jpg,image/jpg,Image;StillImage,,Austin Seward,,,Weather vane,Weathervane,100 West Kirkwood Avenue,13,,,,,Courthouse Square Historic District,39.16699102,-86.53417779,"Wikimedia Commons, User:Vmenkov",2010-06-08,https://creativecommons.org/licenses/by-sa/2.0/,"The copper fish crowning the dome was reportedly first placed atop the cupola of the 1826 courthouse and has been reused on every courthouse since then. The three-foot-nine-inch fish was first gilded in 1884. It is believed to have been made by Austin Seward, who established the Seward foundry in Bloomington in 1822. However, it is unclear whether or not it was actually made locally or brought with him from the Ohio River Valley. Thus speculation abounds as to why a fish was placed atop the courthouse of a landlocked county. One popularly held belief is that it symbolized Christianity.",
coll212,coll198,0914.jpg,image/jpg,Image;StillImage,,,,,Balustrade,Balustrade and Capitals,100 West Kirkwood Avenue,14,,,Egyptian Revival,,Courthouse Square Historic District,39.16699102,-86.53417779,,,,"From the second floor, the restored banister and wrought iron balustrade can be seen. Also the Egyptian Revival details of the large Ionic capitals and smaller Doric columns come into better view. Many of these capitals had to be recreated using the original blue prints. Notice the repeated use of the shield.",
coll213,coll198,0915.jpg,image/jpg,Image;StillImage,,Gustav A. Brand,,,Oil painting,Education (north side),100 West Kirkwood Avenue,15,,,,,Courthouse Square Historic District,39.16699102,-86.53417779,"Wikimedia Commons, User:Nyttend",2010-09-08,,"The importance of Indiana University’s presence in the community is illustrated by various objects including books, a globe, a surveyor’s transit, and subjects such as ancient history and teaching.",
coll214,coll198,0916.jpg,image/jpg,Image;StillImage,,Gustav A. Brand,,,Oil painting,Justice (west side),100 West Kirkwood Avenue,16,,,,,Courthouse Square Historic District,39.16699102,-86.53417779,"Wikimedia Commons, User:Nyttend",2010-09-08,,"In the center the goddess of justice holds the sword of righteousness and the wreath of peace and glory. The figure on the far left holds a lyre representing the balance of peace and harmony. To the right the figure holds the mirror of truth. The military figure to the right of the center goddess symbolizes defense against malice and treachery, which is suggested in the figure lurking on the far right. The eagle and patriotic shield again point to the county’s national pride.",
coll215,coll198,0917.jpg,image/jpg,Image;StillImage,,Gustav A. Brand,,,Oil painting,Agriculture (south side),100 West Kirkwood Avenue,17,,,,,Courthouse Square Historic District,39.16699102,-86.53417779,"Wikimedia Commons, User:Nyttend",2010-09-08,,"At the time of the courthouse’s construction, farming was a primary industry in the county. The figure on the far left is placing harvested grain in a storage pot, the next figure holds a cornucopia. The right figure displays a hand plow, and a scythe.",
coll216,coll198,0918.jpg,image/jpg,Image;StillImage,,Gustav A. Brand,,,Oil painting,Stone Industry (east side),100 West Kirkwood Avenue,18,,,,,Courthouse Square Historic District,39.16699102,-86.53417779,"Wikimedia Commons, User:Nyttend",2010-09-08,,"The limestone industry, the county’s chief industry during the early 1900s, is depicted. A quarry is in the background while the figures portray the progress of working the stone from rough block to a finished column. The figure in the center symbolizes the Stone Age.",
coll217,coll198,,Text,Text,,,,,Window,Stained Glass Window,100 West Kirkwood Avenue,19,,,Craftsman (style),,Courthouse Square Historic District,39.16699102,-86.53417779,,,,"At the landing between floors is an elaborate stained glass window, one of many restored in 1984. The window design displays the clean geometric lines of the Arts and Crafts style with symbols of justice as the dominate theme.",
coll218,coll198,0920.jpg,image/jpg,Image;StillImage,,,,,Chandelier,Chandelier,100 West Kirkwood Avenue,20,,,,,Courthouse Square Historic District,39.16699102,-86.53417779,,,,Throughout the building there are many original lighting fixtures. This brass Chandelier hangs in the stairway and matches the style of fixtures in the Nathaniel Hill Meeting Room.,
coll219,coll198,0921.jpg,image/jpg,Image;StillImage,,Gustav A. Brand,,,Rotunda,Rotunda,100 West Kirkwood Avenue,21,,,Craftsman (style),,Courthouse Square Historic District,39.16699102,-86.53417779,,,,"The stained glass, again created by Gustav Brand, shows the Arts and Crafts style with images of justice including wreaths, olive branches, bay leaf bands, a torch, the shield and an axe. The glass utilized is Kokomo Opalescent, a glass manufactured in Kokomo, Indiana. Restoring the glass was a painstaking pro- cess involving removal of the 160 panels and old grout. Each was cleaned of dirt, corrosion and pigeon droppings and reinstalled. The entire project consisted of about 2,000 hours of labor over a ten week period.",
