objectid,parentid,filename,format,type,language,creator,rights,subject,class,title,address,tourSiteNumber,date,modified,hasStylePeriod,architect,location,latitude,longitude,imageSource,imageDate,imageRights,description,sameAs
coll220,coll198,,Text,Text,,,,,Courtroom,Courtroom,100 West Kirkwood Avenue,22,,,,,Courthouse Square Historic District,39.16699102,-86.53417779,,,,"The former Circuit Courtroom, now the Judge Nathaniel Usher Hill, III Meeting Room is housed on the north side of the building. Dedicated to the memory of a judge who presided longer than any other judge in the county’s history, the room is now used for county commission meetings. Once hidden by acoustic tiles and largely forgotten, the courtroom dome was uncovered in 1984. Impressive features in the room include the original mahogany wood paneling, clock, judge’s bench, two original tables, an original spectator bench and numerous brass light fixtures. Enjoy the architectural details and view of downtown from this commanding perspective.",
coll221,,1000_combined.pdf,compound_object,Text,en,City of Bloomington,"Department of Housing and Neighborhood Development, City of Bloomington",McDoel Gardens Neighborhood tour,Tour Brochure,A Walk Through the McDoel Gardens Neighborhood,,,,,,,,,,,,,,
coll222,coll221,1001.jpg,image/jpg,Image;StillImage,,,,,Church building,McDoel Baptist Church,1006 South Rogers Street,1,1925,,Tudor Revival,,McDoel Historic District,39.15602815,-86.53892387,"Wikimedia Commons, User:Nyttend",2012-06-08,,"The church was founded in 1921 as a Sunday school of the First Baptist Church in downtown. Growth prompted purchase of land at the current site and the original sanctuary was built in 1925 on land of the Gentry family farm. The sanctuary exhibits Tudor Revival style in its use of crenellations, pointed arches, and rusticated limestone that visually anchors the building to the ground. This style was repeated in the 1965 north wing. The brick parsonage at 509 W. Allen (c. 1925) is a double pile house with elements of the Colonial Revival style in its columned portico and broken cornice returns. Influence of the Craftsman era is seen in the paired four over one windows. Note the unusual design of the limestone wall along the sidewalk. Proceeding south along Rogers, note the eras of development between east and west sides of the street; the east side has many pyramidal roof gabled-ells of the early 1900s, while the west side reflects the bungalows and other catalogue homes of the 20s and 30s. Looking across Rogers at the southwest corner, it was here that the Showers Cabinet factory and then the RCA factory were located.",
coll223,coll221,1002.jpg,image/jpg,Image;StillImage,,,,,Pyramidal cottage,[no title],1305 South Rogers Street,2,1905,,Queen Anne Revival,,McDoel Historic District,39.15231026,-86.53854049,"Wikimedia Commons, User:Nyttend",2012-08-15,,"One of three in a row of pyramidal roof gabled-ells, these homes appeared on maps as early as 1908 and can also be seen in the 1919 photos taken during construction of the Showers Cabinet factory. At 1317 S. Rogers (c. 1915) is an unusual pyramidal roof cottage built as a duplex. At 1409 S. Rogers (c. 1905) is one of the more unaltered examples of a pyramidal roof gabled-ell. Despite the asbestos shingling of the 1940s, it retains its turned posts, porch frieze scrollwork and one over one wood windows indicative of the Queen Anne style.",
coll224,coll221,1003.jpg,image/jpg,Image;StillImage,,,,,Bungalow,[no title],1421 South Madison Street,3,1927,,Craftsman (style),,McDoel Historic District,39.15083989,-86.53750156,"Wikimedia Commons, User:Nyttend",2012-08-15,,"This bungalow and its neighbor at 1425 S. Madison are likely examples of either the Grant (Sears, Roebuck & Co.) or the Stanhope (Aladdin) erected at the same time. Despite alterations the bungalows from 1417 - 1401 S. Madison (c. 1923) all have similar double front-gable rooflines much like the Ramsay (Sears, Roebuck & Co.). Use of the same catalogue home for this row suggests they were erected on speculation. Looking east from the intersection of Hillside and Madison was the location of the railroad yard and roundhouse.",
coll225,coll221,1004.jpg,image/jpg,Image;StillImage,,,,,Bungalow,Hedrick House,414 West Allen Street,4,1920,,Craftsman (style),,McDoel Historic District,39.15576207,-86.53796343,"Wikimedia Commons, User:Nyttend",2012-08-22,,"Originally on W. First Street, this front-gabled Craftsman bungalow was moved here in early 2000 by Bloomington Restorations, Inc. when the hospital planned its expansion. Although not positively identified, the house resembles both the Estes (Sears, Roebuck & Co.) and the Castle (Aladdin) in its porch contained under the main roof. Across the street at 415 W. Allen (c. 1923) is a small bungalow with a double front gable roofline similar to many in the neighborhood and most closely resembling the Ramsay (Sears, Roebuck & Co.). It too was moved here by BRI as was the Meadows House at 1020 S. Madison (c.1925). Believed to be the Letona (Sears, Roebuck & Co.), its unusual roofline is a clipped gable, also known as a jerkinhead. All three of these homes were restored and sold as part of BRI’s Affordable Housing program.",
coll226,coll221,1005.jpg,image/jpg,Image;StillImage,,,,,Bungalow,[no title],907 South Madison Street,5,1925,,Craftsman (style),,McDoel Historic District,39.15700994,-86.53722332,"Wikimedia Commons, User:Nyttend",2012-08-15,,"This double front-facing bungalow was originally owned by Naomi Blair. It expresses pure Craftsman style in the unusually extreme taper of the battered wood porch columns, exposed rafter tails and five over one wood windows. Note the limestone walls on either side of the street. On Dodds Street the pattern of similar rooflines is evident despite differences in or alterations to other exterior elements.",
coll227,coll221,1006.jpg,image/jpg,Image;StillImage,,,,,Commercial building,Fagan Stone Company,315 West Dodds Street,6,1950,,,,McDoel Historic District,39.15725916,-86.53670158,"Wikimedia Commons, User:Nyttend",2012-08-22,,"Here is the last remnant of the limestone industry in the neighborhood, the administration building of Fagan Stone Company. The smooth block construction and pointed parapet roof reflect the Tudor Revival style similar to the church. Standing at Morton Street the view north and south is a quiet reminder of days of activity. The undeveloped area east of the tracks south of Dodds was the location of the Alexander King Stone Company Mill, later purchased by Fagan Stone Company and then Victor Oolitic Stone Company. Nothing remains except pieces of limestone and concrete building walls. Only a handful of homes line the street but looking south on the west side of Morton is one of the few examples of the American Foursquare (c. 1924) in the neighborhood. A number of businesses and warehouses have since replaced the earlier industries.",
coll228,coll221,1007.jpg,image/jpg,Image;StillImage,,,,,I-house,Henderson House,748 South Morton Street,7,1830,,Federal,,McDoel Historic District,39.15781091,-86.53655134,"Wikimedia Commons, User:Nyttend",2012-06-08,,"One of the oldest homes in Bloomington, it is associated with Baynard Rush Hall, a founding professor of Indiana Seminary, the precursor of Indiana University. Predating the Louisville, New Albany and Salem Railroad by twenty years, it was in the possession of its namesake, Joseph Henderson, by 1836. Built as a hall and parlor, alteration of the interior stairway in the 1850s configured the home into a five-bay I-house, one of the many variations of this house type. Despite its apparent size, the interior spaces of the home are quite modest due to the 18” thick brick walls. The total square footage is actually less than 1,800. The reconstructed porch reflects later stylistic influences of the Queen Anne era. The rear shed addition houses the kitchen installed in the 1940s.",
coll229,coll221,1008.jpg,image/jpg,Image;StillImage,,,,,Kit house,[no title],401 West Dodds Street,8,1926,,,,McDoel Historic District,39.15736137,-86.53766368,"Wikimedia Commons, User:Nyttend",2012-08-22,,"This house is believed to be the Gordon-Van Tine Home No. 579. Similar in form to the bungalow, this home’s style is more representative of the English cottage in its flush eaves, arched porch ceiling and eight over one windows. At 411 W. Dodds (1926) note the paired entry, limestone porch and decorative knee braces of this bungalow. It was originally owned by Millard Axsom, a Bloomington police officer, and his wife, Phebe.",
coll230,coll221,1009.jpg,image/jpg,Image;StillImage,,,,,Kit house,[no title],503 West Dodds Street,9,1928,,,,McDoel Historic District,39.15736856,-86.53914338,"Wikimedia Commons, User:Nyttend",2012-09-28,,"An excellent example of the Rodessa (Sears, Roebuck & Co.), this classically styled home retains its original clipped gable and arched portico ceiling. Note the similarity of roof lines that, despite varying alterations over time, contribute to a feel of symmetry and rhythm along the streetscape. Similarity of the homes from 515-607 W. Dodds suggests use of the same catalogue home, perhaps the Ramsay (Sears, Roebuck & Co.), again that were erected on speculation.",
coll231,coll221,1010.jpg,image/jpg,Image;StillImage,,,,,Bungalow,[no title],602 West Dodds Street,10,1926,,Craftsman (style),,McDoel Historic District,39.15770432,-86.54018844,"Wikimedia Commons, User:Nyttend",2012-08-22,,"The similarity of the row of homes from 602-608 W. Dodds is apparent, as is the dissimilarity between the homes on the north and south sides of the street. On the north side are larger bungalows with pyramidal or side-gabled roofs and front gabled porches, paired windows and more elaborate use of Craftsman detailing. Although the porch has been enclosed, the home at 606 W. Dodds (c.1925) is possibly a large brick example of the Letona or the Manchester (Sears, Roebuck & Co.) Note the clipped gables, dormers and decorative brick coursing along the porch. In the 700 block of W. Dodds are three examples of kit homes: the Farnum (Sears, Roebuck & Co.) at 709 W. Dodds (c.1926), possibly the Tarryton (Sears, Roebuck & Co.) at 712 W. Dodds (c.1928), and either the Rodessa or Solace (Sears, Roebuck & Co.) at 714 W. Dodds (c.1928). Note the patterned sidewalks installed by the Works Progress Administration (WPA) of the 1930s.",
coll232,coll221,1011.jpg,image/jpg,Image;StillImage,,,,,Bungalow,[no title],708 West Wylie Street,11,1927,,,,McDoel Historic District,39.15860371,-86.54185903,"Wikimedia Commons, User:Nyttend",2012-08-22,,"This double entry bungalow was constructed as a duplex, evidenced by the two families listed in residence in the 1929- 30 City Directory. It may be an example of the Honor Built Hampton (Sears, Roebuck & Co.). A mixture of brick and limestone is used along with the wood of the battered columns and bead board ceiling. The house at 710 W. Wylie (1928) is smaller but with similar features and may be the Standard Built Grant (Sears, Roebuck & Co.). Across the street at 707 and 709 W. Wylie (1926) are varying examples of either the Crescent or Ardana (Sears, Roebuck & Co.).",
